retraction_id,paper_id,subjects,title,abstract,retraction_comment,page_count
1807.10213v3,1807.10213v2,High Energy Physics - Theory (hep-th),Remarks on replica diagonal collective field condensations in SYK,"In the Sachdev-Ye-Kitaev model with generic order $q \ge 4$ random couplings, we compute the critical temperature relating the Majorana fermions high temperature perturbative vacuum to the vacuum where the replica diagonal collective field $G(\tau, \tau')$ condenses. We study, by a finite temperature diagrammatic analysis, the effective action of an auxiliary Hubbard-Stratonovich bilocal field related to $G(\tau, \tau')$ in the large $N$ limit. Subtelties that arise in switching from the operatorial to the functional integral representation of the SYK thermal partition function are also discussed.",The perturbative expansion has not kept into account the necessary subtractions,15
2207.02569v3,2207.02569v2,Materials Science (cond-mat.mtrl-sci),First-principles calculations of the spontaneous volume magnetostriction based on the magnetoelastic energy,"We present a simple methodology to compute the spontaneous volume magnetostriction with first-principles calculations on the basis of the magnetoelastic energy. This method makes use of deformations of the unit cell only at the ferromagnetic state. Hence, it does not require the difficult first-principles calculation of the equilibrium volume at the paramagnetic state. To validate this methodology, we apply it to body-centered cubic Fe and face-centered cubic Ni single crystals, finding consistent results with experiment and previous first-principles calculations. The simplicity and reliability of this approach could be exploited in the high-throughput screening of spontaneous volume magnetostriction, as well as associated quantities like isotropic magnetoelastic constants and isotropic magnetostrictive coefficients.","To compute spontaneous volume magnetostriction with the described method, the volume of the reference unit cell (unstrained state), from which the deformations are generated, should be equal to the equilibrium volume of the paramagnetic state. The volume of the reference state used in this work may not fulfill this condition. See more details in arXiv:2210.00791v2",6
2008.06945v2,2008.06945v1,Mesoscale and Nanoscale Physics (cond-mat.mes-hall),"Light-Activated Nuclear Spin Polarization in Dilute Ferromagnetic (Ga,Mn)As","We study light-induced nuclear spin-polarization in a thin film of Ga1-xMnxAs (x 0.04), a dilute ferromagnetic semiconductor, grown on a GaAs substrate. High-field inductively-detected Ga-71 NMR was performed with samples immersed in superfluid He to investigate the effects of continuous-wave near band-edge optical illumination on lattice nuclear spins in the ferromagnetic phase. The photon energy dependence of the light-induced NMR signals for GaAs and the GaMnAs film samples were recorded using circularly polarized light. Interpretation of the data was guided by electronic band structure calculations using the k.p method in the presence of an external magnetic field using the modified 8-band Pidgeon-Brown model. The photon energy dependence of the NMR transition intensity exhibited a shift of the absorption band edge; invariance with respect to the sense of helicity of the exciting light; and an absence of oscillations in the photon energy dependence, all of which are consistent with theoretical predictions. The dynamics of the optically activated NMR experiments was investigated by variable optical intensity studies and light/dark modulated optical pumping experiments. This is because doping with Mn (a p-type dopant) can push the Fermi level deep into the valence bands and block the optical transitions (Burstein-Moss effect) needed to create spin polarized electrons. Additionally, the calculated enhancement of the conduction electron g-factor by over two orders of magnitude is expected to quench the electron-nuclear spin angular moment transfer, which impedes the hyperpolarization of lattice nuclei. Experiments with variable light intensity and optical gating reveal a mechanism consistent with light-induced quadrupolar relaxation, a process that will certainly interfere with the optical transfer and storage of quantum information in the lattice nuclear spin states in this material.","Assignment of the experimental optically pumped NMR signals to the Ga(Mn)As film layer, as reported in this manuscript, is probably incorrect and a revised interpretation is currently under consideration",33
0912.0750v2,0912.0750v1,Quantitative Methods (q-bio.QM),Parallel DNA implementation of fast matrix multiplication techniques based on an $n$-moduli set,"On distributed memory computers, the implementation and association of fast parallel matrix multiplication algorithms has yielded astounding results and insights. In this discourse, we use the tools of molecular biology to demonstrate the feasibility of performing Strassen's fast matrix multiplication algorithm with DNA based on an $n$-moduli set in the residue number system, thereby demonstrating the viability of computational mathematics with DNA. As a result, a general scalable implementation of this model in the DNA computing paradigm is presented and can be generalized to the application of \emph{all} fast matrix multiplication algorithms on a DNA computer. Fast methods of matrix computations with DNA are important because they also allow for the efficient implementation of other algorithms (i.e. inversion, computing determinants, and graph theory) on a DNA computer.","This paper has been withdrawn for the time being by the author because it has been shown that the use of bio-molecular operations suggested by the Adleman-Lipton model is not very reliable in practice. The massive ligation step cannot produce longer molecules (certainly not more than 10-15 ligations in a row), both the complexity of the tube content and the efficiency of the enzyme are obscuring the results. The streptavidin based separations, as used by Adleman's initial experiment, are also with questionable success when applied to a complex test tube. So, at least the operations ""Annealing(T)"" and ""Separation(T1,X, T2)"" proposed in the paper cannot be used reliably (even less when recursion is needed). Thus, until this issue is resolved, the algorithm presented cannot work in practice, yet does have some theoretical use to it. If the pseudocode is more standardized and made more clear, the paper can be viewed as a theoretical exercise showing how using residue number system to represent numbers and parallel algorithms could improve the complexity of solving matrix multiplication. However, I would much rather the paper present a pragmatic insight into matrix multiplication with DNA. If anyone would like to provide assistance or any form of advice, please feel free to contact me at this http [REDACTED-EMAIL]",15
1210.7207v5,1210.7207v4,Mathematical Physics (math-ph),Does Elko Spinor Field Imply the Existence of an Axis of Locality?,"In this paper we show that the statement in Ahluwalia, Lee, and Schritt (2011) that the existence of elko spinor fields implies in an axis of locality is equivocated. The anticommutator {{\Lambda}(x,t),{\Pi}(x,t} is strictly local.",the paper is withdraw because the calculation of the Fourier transform of the function G(p) is wrong. A correct calculation appears in appendix B in arXiv:1306.4645 [math-ph],4
1309.5057v2,1309.5057v1,Differential Geometry (math.DG),Maximization of the first nontrivial eigenvalue on the surface of genus two,"The first nontrivial eigenvalue of the Laplacian can be considered as a functional on the space of all Riemannian metrics of unit volume on a fixed surface. In this paper we prove that for the surface of genus 2 the supremum of this functional is equal to $16\pi$. This provides a positive answer to the conjecture by Jakobson, Levitin, Nadirashvili, Nigam and Polterovich.","This paper has been withdrawn by the author due to a crucial mistake in the equality $\sigma^2 = id$, which should be $\sigma^2 = T$",9
1904.03252v3,1904.03252v2,Functional Analysis (math.FA),(Non-)amenability of the Fourier algebra in the cb-multiplier norm,"In view of the reason for withdrawal, we can no longer maintain the claim that A(G) is not amenable in the cb-multiplier norm if G contains a closed subgroup isomorphic to the free group in two generators.","Lemma 3.2 is wrong. A counterexample is given in the noted added in proof of [MR1391474; Lau, A. T.-M., Loy, R. J., and Willis, G. A., Amenability of Banach and C-algebras on locally compact groups. [REDACTED-NAME]. 119 (1996), no. 2, 161--178]",14
2210.06521v2,2210.06521v1,Quantum Physics (quant-ph),Nonlinear optical generation of entangled squeezed states in lossy nonorthogonal quasimodes: an analytic solution,"We prove that the density operator for the nonlinearly-generated quantum state of light in the $M$ lossy nonorthogonal quasimodes of a nanocavity system has the analytic form of a multimode squeezed thermal state, where the time-dependence of the squeezing and thermal photon parameters are given by a set of $3M$ coupled differential equations. We apply our approach to a system with two highly nonorthogonal quasimodes and obtain good agreement with simulations using a basis of Fock states. Our approach provides an efficient way to model and optimize the generation of mixed Gaussian cluster states.",There is an algebra mistake in the derivation of the squeezed thermal state solution,15
2105.01188v4,2105.01188v3,Disordered Systems and Neural Networks (cond-mat.dis-nn),A Finite-temperature Phase Transition for the Ising Spin-glass in $d\geq 2$,"It is believed that the $\pm J$ Ising spin-glass does not order at finite temperatures in dimension $d=2$. However, using a graphical representation and a contour argument, we prove rigorously the existence of a finite-temperature phase transition in $d\geq 2$ with $T_c \geq 0.4$. In the graphical representation, the low-temperature phase allows for the coexistence of multiple infinite clusters each with a rigidly aligned spin-overlap state. These clusters correlate negatively with each other, and are entropically stable without breaking any global symmetry. They can emerge in most graph structures and disorder measures.","The proof of the finitude of zero-energy contours in Appendix D.2 contains a technical error, where we failed to notice that opening a red bond in any of the four quadrants can possibly restrict opening of any blue bonds in the contour. This means that the probability that the contour is zero-energy (no blue-bonds) cannot be bounded exponentially, thus the result does not immediately follow",16
1812.03652v3,1812.03652v2,Statistics Theory (math.ST),On posterior concentration rates for Bayesian quantile regression based on the misspecified asymmetric Laplace likelihood,"The asymmetric Laplace density (ALD) is used as a working likelihood for Bayesian quantile regression. Sriram et al.(2013) derived posterior consistency for Bayesian linear quantile regression based on the misspecified ALD. While their paper also argued for $\sqrt{n}-$consistency, Sriram and Ramamoorthi (2017) highlighted that the argument was only valid for a rate less than $\sqrt{n}$. So, the question of $\sqrt{n}-$rate has remained unaddressed, but is necessary to carry out meaningful Bayesian inference based on the ALD. In this paper, we derive results to obtain posterior consistency rates for Bayesian quantile regression based on the misspecified ALD. We derive our results in a slightly general setting where the quantile function can possibly be non-linear. In particular, we give sufficient conditions for $\sqrt{n}-$consistency for the Bayesian linear quantile regression using ALD. We also provide examples of Bayesian non-linear quantile regression.","There is an error in the paper. We have realized that Assumption 2b in page 5 of the paper may be incorrect and the issue remains unresolved as of August 8, 2020",19
2404.04502v2,2404.04502v1,Combinatorics (math.CO),The interplay between additive and symmetric large sets and their combinatorial applications,"The study of symmetric structures is a new trend in Ramsey theory. Recently Di Nasso introduced a systematic study of symmetrization of classical Ramsey theoretical results and proved a symmetric version of several Ramsey theoretic results. In this paper Di Nasso asked if his method could be adapted to find new non-linear Diophantine equations that are partition regular. By analyzing additive, multiplicative, and symmetric large sets, we construct new partition regular equations that give a first affirmative answer to this question. Then we draw several new monochromatic patterns involving additive, multiplicative, and symmetric structures. Throughout our work, we use tools from the Algebra of the Stone-_ech Compactifications of discrete semigroups.","In page 4, the expression of p\odot_t q is wrong. This was the crucial part of this paper",9
1512.06827v3,1512.06827v2,High Energy Physics - Phenomenology (hep-ph),LHC diphotons from electroweakly pair-produced composite pseudoscalars,"Motivated by excess diphoton events reported by ATLAS and CMS, we show that composite pseudoscalars, bound states of heavy fermions under a new confining gauge theory, can be pair-produced by Drell-Yan production if the constituent particles are electrically charged. The decays of these pion-like bound states into two photons can explain the observed events near 750 GeV. The model predicts that there should be significant numbers of 4-photon events from decays of the pseudoscalar pairs, as well as same-sign dilepton pairs at a somewhat lower invariant mass, or multijet signals, coming from decays of charge-2 pseudoscalars. These states and their decays are necessary for avoiding stable charged baryon-like relics in the new confining sector. A neutral baryon-like dark matter candidate of mass $\sim N_c\times 375$ GeV is a further prediction of the model, for SU($N_c$) confining gauge group.",v2: added figure and changed operator in eq. (13). Paper withdrawn because resonant production of heavy vector meson always dominates over the considered mechanism,5
1207.4510v2,1207.4510v1,Statistics Theory (math.ST),Gaussian Oracle Inequalities for Structured Selection in Non-Parametric Cox Model,"To better understand the interplay of censoring and sparsity we develop finite sample properties of nonparametric Cox proportional hazard's model. Due to high impact of sequencing data, carrying genetic information of each individual, we work with over-parametrized problem and propose general class of group penalties suitable for sparse structured variable selection and estimation. Novel non-asymptotic sandwich bounds for the partial likelihood are developed. We establish how they extend notion of local asymptotic normality (LAN) of Le Cam's. Such non-asymptotic LAN principles are further extended to high dimensional spaces where $p \gg n$. Finite sample prediction properties of penalized estimator in non-parametric Cox proportional hazards model, under suitable censoring conditions, agree with those of penalized estimator in linear models.",This paper has been withdrawn by the author due to a crucial error in equation (19),36
1704.07057v2,1704.07057v1,Differential Geometry (math.DG),Intermediate curvatures and highly connected manifolds,"We show that after forming a connected sum with a homotopy sphere, all (2j-1)-connected 2j-parallelisable manifolds in dimension 4j+1, j > 0, can be equipped with Riemannian metrics of 2-positive Ricci curvature. When j=1 we extend the above to certain classes of simply-connected non-spin 5-manifolds. The condition of 2-positive Ricci curvature is defined to mean that the sum of the two smallest eigenvalues of the Ricci tensor is positive at every point. This result is a counterpart to a previous result of the authors concerning the existence of positive Ricci curvature on highly connected manifolds in dimensions 4j-1 for j > 1, and in dimensions 4j+1 for j > 0 with torsion-free cohomology.","There is a scaling error in the proof of Lemma 3.10 which we have been unable to fix. This then invalidates subsequent results stated in section 3.3, and in particular the proof of the main theorem (Theorem 1.3)",24
1707.00488v6,1707.00488v5,Category Theory (math.CT),The factorization of the Giry monad,"We construct a factorization of the Giry monad through the category of convex spaces, and show that, provided that no measurable cardinals exist, probability measures can be viewed as natural transformations. Using the adjunction of this factorization, we then show the category of Giry algebras is equivalent to the category of convex measurable spaces where the $\sigma$-algebra structure associated with a convex space satisfies an elementary property.","Lemma 9.5 on page 13 is incorrect. The Giry monad cannot be factored through the category of convex spaces except for finite spaces. Using standard measurable spaces one can obtain an adjoint factorizaton, and is described in the article Giry algebras for standard measurable spaces (2022)",23
1910.08591v2,1910.08591v1,Quantum Physics (quant-ph),Solving the measurement problem within standard quantum theory,"A misunderstanding of entangled states has spawned decades of concern about quantum measurements and a plethora of quantum interpretations. The ""measurement state"" or ""Schrodinger's cat state"" of a superposed quantum system and its detector is nonlocally entangled, suggesting that we turn to nonlocality experiments for insight into measurements. By studying the full range of superposition phases, these experiments show precisely what the measurement state does and does not superpose. These experiments reveal that the measurement state is not, as had been supposed, a paradoxical superposition of detector states. It is instead a nonparadoxical superposition of two correlations between detector states and system states. In this way, the experimental results resolve the problem of definite outcomes (""Schrodinger's cat""), leading to a resolution of the measurement problem. However, this argument does not yet resolve the measurement problem because it is based on the results of experiments, while measurement is a theoretical problem: How can standard quantum theory explain the definite outcomes seen experimentally? Thus, we summarize the nonlocality experiments' supporting theory, which rigorously predicts the experimental results directly from optical paths. Several previous theoretical analyses of the measurement problem have relied on the reduced density operators derived from the measurement state, but these solutions have been rejected due to criticism of reduced density operators. Because it avoids reduced density operators, the optical-path analysis is immune to such criticism.",An error occurs in Section 5. Post-measurement results in the RTO experiment are improperly stated to directly apply to the entangled measurement state itself. This puts the conclusions stated in the abstract into question,20
1402.2415v2,1402.2415v1,Hardware Architecture (cs.AR),Reversible Squaring Circuit For Low Power Digital Signal Processing,"With the high demand of low power digital systems, energy dissipation in the digital system is one of the limiting factors. Reversible logic is one of the alternate to reduce heat/energy dissipation in the digital circuits and have a very significant importance in bioinformatics, optical information processing, CMOS design etc. In this paper the authors propose the design of new 2- bit binary Squaring circuit used in most of the digital signal processing hardware using Feynman & MUX gate. The proposed squaring circuit having less garbage outputs, constant inputs, Quantum cost and Total logical calculation i.e. less delay as compared to the traditional method of squaring operation by reversible multiplier. The simulating results and quantized results are also shown in the paper which shows the greatest improvement in the design against the previous methodology.",This paper has been withdrawn by the author due to a crucial error in design fig. 3(b),5
1703.02840v2,1703.02840v1,Number Theory (math.NT),On the irreducibility and Galois group of Hecke polynomials,"Let T_{n,2k}(X) be the characteristic polynomial of the n-th Hecke operator acting on the space of cusp forms of weight 2k for the full modular group (k is any even positive integer >5). We show that if there exists n>1 such that T_{n,2k}(X) is irreducible and has the full symmetric group as Galois group, then the same is true of T_{p,2k}(X) for all primes p.",The formula (5) in the article is slightly wrong and therefore the calculations that follow are not correct,7
2305.18853v2,2305.18853v1,Probability (math.PR),Polarity of points for systems of nonlinear stochastic heat equations in the critical dimension,"Let $u(t, x) = (u_1(t, x), \dots, u_d(t, x))$ be the solution to the systems of nonlinear stochastic heat equations \[ \begin{split} \frac{\partial}{\partial t} u(t, x) &= \frac{\partial^2}{\partial x^2} u(t, x) + \sigma(u(t, x)) \dot{W}(t, x),\\ u(0, x) &= u_0(x), \end{split} \] where $t \ge 0$, $x \in \mathbb{R}$, $\dot{W}(t, x) = (\dot{W}_1(t, x), \dots, \dot{W}_d(t, x))$ is a vector of $d$ independent space-time white noises, and $\sigma: \mathbb{R}^d \to \mathbb{R}^{d\times d}$ is a matrix-valued function. We say that a subset $S$ of $\mathbb{R}^d$ is polar for $\{u(t, x), t \ge 0, x \in \mathbb{R}\}$ if \[ \mathbb{P}\{u(t,x) \in S \text{ for some } t>0 \text{ and } x\in\mathbb{R} \}=0. \] The main result of this paper shows that, in the critical dimension $d=6$, all points in $\mathbb{R}^d$ are polar for $\{u(t, x), t \ge 0, x \in \mathbb{R}\}$. This solves an open problem of Dalang, Khoshnevisan and Nualart (2009, 2013) and Dalang, Mueller and Xiao (2021). We also provide a sufficient condition for a subset $S$ of $\mathbb{R}^d$ to be polar.","There is a crucial error in the paper because the formula (4.2) is not true in general. As a result, the decomposition (4.3) is not valid, which leads to a gap in the proof",20
1709.09950v2,1709.09950v1,General Mathematics (math.GM),A Proof There Exists Infinitely Many Primes with a Gap of Exactly 2,"This document seeks to prove there are infinitely many primes whose difference is 2, referred to as twin prime pairs. This proof's methodology involves constructing a function that approximates the number of positive integers, less than a known twin prime pair, which can be mapped to a twin prime pair greater than the known one by multiplication. This function is shown to be unbounded and less than the true count of integers it seeks to approximate for the majority of twin prime pairs. Additionally, it is shown there must be infinitely many integers that map a twin prime pair to one larger than itself without the use of the previously mentioned approximation.",This proof assumes the concepts of probability can be applied to a particular map from the natural numbers to the direct product of finitely many groups of prime order. This assumption is not validated. This baseless assumption can be seen in equation (27),15
2110.08504v2,2110.08504v1,Quantum Physics (quant-ph),The rationality about the assumption that the signal and decoy states are indistinguishable in decoy-state quantum key distribution,"Decoy-state quantum key distribution (QKD) has become the most efficient method to resist the photon-number-splitting (PNS) attack and estimate the secure key rate. The decoy-state method has many assumptions, among which a critical one is that an eavesdropper (Eve) cannot distinguish between the signal and decoy states. However, a rigorous proof of the rationality about this assumption is not yet available so far. In fact, due to the difference of photon-number probability distribution between the signal and decoy states, Eve is able to distinguish the two states with a certain probability. In this work, we adopt the Bayesian decision to distinguish the signal and decoy states in one-decoy-state QKD, and perform different PNS attack strategies for the two states according to the previous decision. The numerical simulations indicate that the attack effect is not obvious or even failed. Thus, it is reasonable to assume that the signal and decoy states are indistinguishable in decoy-state QKD. In addition, we also provide the method to set the intensities of signal and decoy states properly, which can not only reduce the preparation cost and improve the communication efficiency, but also avoid the attack from Eve using the intensity difference between the signal and decoy states.","Even Eve can distinguish signal state from decoy state by the Bayesian decision, the yield of signal state and decoy state is still the same only if the photon number is the same. In our manuscript, the Eq.(14) is wrong. That makes our analysis below is also wrong",8
2006.00570v2,2006.00570v1,Probability (math.PR),A proof for the fundamental conjecture in RWRE,"This was a try to prove the fundamental conjecture concerning multidimensional random walks in random environments (RWRE). This conjecture asserts that: \textit{""any RWRE which is directionally transient in an open set of directions, is also ballistic.""}
The proof of Proposition 2.3  is invalid, thus we can only prove: \tetxit{""any RWRE which satisfies conclusion of Proposition 2.3 satisfies condition T.""}
The condition of Proposition 2.3 is the weakest ballisticity assumption known, however it is no proven its equivalence with directional transience.",Proposition 2.3 has an invalid proof,34
1609.03455v2,1609.03455v1,Logic (math.LO),"Another New Foundation: A Theory with Combined Concepts from Set Theory, Type Theory and Le_niewski's Mereology","This paper introduces a new theory which encompasses concepts and ideas from set theory, type theory, and Le_niewski's mereology and describes its possibility as an alternative foundation for mathematics. In the introduction section I will introduce motives for development of the theory and some remarks on the methods of presentation. Axioms of the theory and their philosophical background and justification on the basis of intuitive view are discussed next. Discussed after are realizations of mathematical concepts such as $\mathbb{N}$, $\mathbb{Z}$, $\mathbb{Q}$, $\mathbb{R}$, $\mathbb{C}$, etc. Then this paper concludes with comparisons between the theory and ZFC and its mathematical limitations.",This paper has been withdrawn by the author due to a critical inconsiscency (approval of Cantor's paradox) found in the theory introduced in this article,17
2308.13364v3,2308.13364v2,Complex Variables (math.CV),Positivity of Singular Hermitian Metrics for Holomorphic Vector Bundles,"We introduce a notion of Nakano and Demailly positivity for singular Hermitian metrics of holomorphic vector bundles. Our definitions support the usual H_rmander and Nadel type vanishing theorems with estimates, at least on essentially Stein manifolds. As an application, we establish a sharp Ohsawa-Takegoshi type $L^2$ extension theorem. We use the method of Berndtsson and Lempert to prove the latter theorem, and for this purpose we require a Berndtsson-type positivity theorem for holomorphic vector bundles, which we also prove.","Proposition 4.11 is wrong; there are counterexamples. As a consequence, Proposition 5.1 is also wrong, and there too one has counterexamples. Thus the definitions of k-positivity put forth in the article do not capture what was intended",44
1804.09169v2,1804.09169v1,Geometric Topology (math.GT),Gluck twists of $S^4$ are diffeomorphic to $S^4$,"We prove that every Gluck twist on an embedded $2$-sphere in $S^4$ is diffeomorphic to $S^4$. We accomplish this by showing that a genus-$g$ surface in $\mathbb{C}P^2$ intersecting the standard $\mathbb{C}P^1$ in a single positive intersection point is isotopic to $\mathbb{C}P^1$ trivially stabilized $g$ times. These results provide answers to questions of Kirby (4.24) and Gabai, as well as a partial answer to a question of Melvin.","We discovered a gap in the proof of Lemma 3.1. We are still exploring what can be said without this lemma, and expect to post a revised version of this paper with partial results",18
1901.07485v5,1901.07485v4,Analysis of PDEs (math.AP),Stationary and discontinuous weak solutions of the Navier-Stokes equations,We prove that there exists a nontrivial finite energy periodic stationary weak solution to the 3D Navier-Stokes equations (NSE). The construction relies on a convex integration scheme utilizing new stationary building blocks designed specifically for the NSE. The constructed family of approximate stationary solutions is also used to prove the existence of weak solutions of the NSE with energy profiles discontinuous on a dense set of positive Lebesgue measure.,"Unfortunately, a critical error was found in the construction in Section 3 and the weak solutions constructed based on the building blocks in Section 3 were not divergence-free",40
0902.4282v4,0902.4282v3,Differential Geometry (math.DG),Mean curvature blow up in mean curvature flow,In this note we establish that finite-time singularities of the mean curvature flow of compact Riemannian submanifolds are characterised by the blow up of the mean curvature.,"This paper has been withdrawn by the author due to an error in the proof of Proposition 3.2, in particular the claim that bounded mean curvature implies uniform-in-time continuity of the metric",7
1202.4058v2,1202.4058v1,Cryptography and Security (cs.CR),Secret sharing with a class of minimal linear codes,"There are several methods for constructing secret sharing schemes, one of which is based on coding theory. Theoretically, every linear code can be used to construct secret sharing schemes. However, in general, determining the access structures of the schemes based on linear codes is very hard. This paper proposed the concept of minimal linear code, which makes the determination of the access structures of the schemes based on the duals of minimal linear codes easier. It is proved that the shortening codes of minimal linear codes are also minimal ones. Then the conditions whether several types of irreducible cyclic codes are minimal linear codes are presented. Furthermore, the access structures of secret sharing schemes based on the duals of minimal linear codes are studied, and these access structures in specific examples are obtained through programming.",This paper has been withdrawn by the author due to the wrong proof of Theorem 3.3 and unclear expression of Algorithm,6
1405.5076v2,1405.5076v1,Functional Analysis (math.FA),L_wner's Theorem in several variables,"In this paper we establish a multivariable noncommutative generalization of L_wner's classical theorem from 1934 characterizing operator monotone functions as real functions admitting analytic continuation mapping the upper complex half-plane into itself. The several variable theorem proved here characterizes several variable operator monotone functions, not assumed to be (free) analytic, as real functions that admit (free) analytic continuation mapping the upper operator polyhalf-space into the upper operator half-space over an arbitrary Hilbert space. During the process we establish a new integral formula for them over the standard simplex based on the Krein-Milman theorem. The formula represents operator monotone functions as the closure of convex combinations of weighted harmonic means. We prove that such functions are completely determined by its values at tuples of positive scalars. The results then are applied to the theory of multivariable operator means. We extend the Kubo-Ando theory from 1980 of two-variable operator means to more than two variables. En route we prove that all the various different geometric means appearing in the literature are actually identical, contradicting the general point of view of the last decade based on numerical experiments. As a consequence we obtain an explicit, closed formula for the Karcher mean of several positive operators.","There is an error in the calculation of the extreme points of $\mathcal{M}^+$, so that not all extreme points have been found in section 4",25
1311.1267v3,1311.1267v2,Accelerator Physics (physics.acc-ph),Analytical estimation of ATF beam halo distribution,"In order to study the background status in the ATF2 beam line and the interaction point (IP), this paper developed an analytical method to give the estimation of ATF beam halo distribution based on K. Hirata and K. Yokoya's theory. The equilibrium particle distribution of beam tail in ATF damping ring, when each electron is being affected by, in addition to the synchrotron radiation damping effects, several stochastic processes, such as beam-gas scattring, beam-gas bremsstrahlung and intra-beam scattering, was presented. This method is common and can be applied on other electron rings.",This paper has been withdrawn by the author due to a crucial error in equation 5,6
2103.06200v4,2103.06200v3,Mesoscale and Nanoscale Physics (cond-mat.mes-hall),Dc Electrical Current Generated by Upstream Neutral Modes,"Quantum Hall phases are gapped in the bulk but support chiral edge modes, both charged and neutral. Here we consider a circuit where the path from the source of electric current to the drain necessarily passes through a segment consisting solely of neutral modes. Surprisingly, we find that upon biasing the source, a dc electric current is detected at the drain. Thus, neutral modes carry information that can be used to nonlocally reconstruct a dc charge current. Our protocol can be used to detect neutral modes, not only the edge modes of a quantum Hall system, but also those that have a non-quantum Hall origin. We conclude with a possible experimental realization of this phenomenon.","The linchpin of our results is the notion of an ""ideal absorbing contact"" which is universal (it absorbs any chiral mode entering it), stable in the RG, and experimentally achievable. In very recent discussions with colleagues, we have been made aware that these assumptions are highly controversial, and such contacts may not exist. In the absence of such ideal absorbing contacts, our result fails",10
2403.01937v3,2403.01937v2,High Energy Physics - Phenomenology (hep-ph),Examining the critical phenomenon of pion parton distribution: Insights from the Moment Problem,"A recent study by Wang {\it et al.}( arXiv:2309.01417 ) proposed a novel connection between the nature of the parton distribution function (PDF) and the characteristics of its moments. In this study, we apply these findings to analyze the evolution of the pion valence quark PDF, garnering valuable qualitative insights. Firstly, we validate the non-negativity and continuity of the PDF across a wide range of scales, indicating the logical consistency of our chosen evolution scheme. Subsequently, we examine the unimodality of both the PDF and its transformed counterpart, the xPDF, i.e., the parton distribution function multiplied by the momentum fraction. We observe a smooth evolution of the peak position of the xPDF towards the small-$x$ region with increasing scale, while intriguingly, the PDF undergoes a phase of bimodal competition as the energy scale evolves.",The judgment made based on finite-order moments information about the distribution function (DF) is insufficient,6
1301.5017v2,1301.5017v1,General Mathematics (math.GM),Every z-linear maps is a functional p-convex,The main result of the paper is the following: Every $z$-linear maps is a functional p-convex. We will prove this statement using lemma developed by Kalton and Peck [6] and theorem developed by Aoki and this http URL on the definition of functional and using the tool of the triangle inequality prove the following theorem.,This paper has been withdrawn by the author due to crucial errors in equation 4 and 5,3
1112.3699v3,1112.3699v2,Machine Learning (stat.ML),Ensemble Post Processing Using L1 Shrinkage on the Non Negative Orthant,"In this article we have proposed an approach for selecting and weighting a large ensemble of prediction models using $L_1$ shrinkage on the non-negative orthant. The results from simulations show that this approach is promising, it produces models that have better prediction performance than, for example, random forests. The second strength of this approach is in the improvement of interpretability through a few selected trees and their corresponding weights. This is also useful for identifying the important variables and interactions.",Version 0.1 The paper is withdrawn because of a constant missing in equation 2,12
2402.10318v2,2402.10318v1,Information Theory (cs.IT),Multi-Antenna Towards Inband Shift Keying,"Multi-antenna towards inband shift keying is a new continuous phase frequency shift keying that is particularly suited for multi-antenna communications when the link budget is critical. It combines the constant envelope of frequency modulation with low-rate repetition coding in order to make transmit beamforming dispensable. Although it is a frequency modulation, its transmit signal shows close to rectangular spectral shape. Similar to GSM's Gaussian minimum shift keying, it can be well approximated by linear modulation, when combined with differential precoding. This allows for easy coherent demodulation by means of a windowed fast Fourier transform.","The paper is incorrect. It calculates the beamforming gain of transmit beamforming for N antennas as N, but it should be N^2",10
2007.03426v2,2007.03426v1,Rings and Algebras (math.RA),On minimal ideals of Lie algebras,We show that a minimal ideal of a finite-dimensional Lie algebra is either simple or abelian.,The result is false. That all $A$-module composition factors of $K$ are trivial does not imply that $K$ is soluble,1
1612.08185v2,1612.08185v1,Computer Vision and Pattern Recognition (cs.CV),Deep Probabilistic Modeling of Natural Images using a Pyramid Decomposition,We introduce a new technique for probabilistic modeling of natural images that combines the advantages of classic multi-scale and modern deep learning models. By explicitly representing natural images at different scales we derive a model that can capture high level image structure in a computationally efficient way. We show experimentally that our model achieves new state-of-the-art image modeling performance on the CIFAR-10 dataset and at the same time is much faster than competitive models. We also evaluate the proposed technique on a human faces dataset and demonstrate the potential of our model to generate nearly photorealistic face samples.,We withdraw the paper due to a software bug in likelihood evaluation. We thank [REDACTED-NAME] for spotting the error,9
1211.3376v2,1211.3376v1,Computational Geometry (cs.CG),Clipping of Arbitrary Polygons with Degeneracies,"Polygon clipping is a frequent operation in Arbitrary Lagrangian-Eulerian methods, Computer Graphics, GIS, and CAD. In fact, clipping algorithms are said to be one of the most important operations in computer graphics. Thus, efficient and general polygon clipping algorithms are of great importance. Greiner et al. developed a time efficient algorithm which could clip arbitrary polygons, including concave and self intersecting polygons. However, the Greiner-Hormann algorithm does not properly handle degenerate cases, without the undesirable need for perturbing vertices. We present an extension to the Greiner-Hormann polygon clipping algorithm which properly deals with degenerate cases. We combine the method proposed by Kim et al. and the method mentioned by Liu et al. to remove or properly label degenerate cases. Additionally, the algorithm presented avoids the need for calculating midpoints, doesn't require additional entry/exit flags, and avoids changing the vertex data structure used in the original Greiner-Hormann algorithm, which was required by the extension presented by Kim et al.",The paper has been withdrawn due to not being able to truly handle all degenerate cases as claimed,9
